Symbol,Date,Close,ma_7,ma_30,rsi_14,macd_line,macd_signal,bb_upper,bb_lower,atr_14
BTC,2021-01-16,36139.1,36483.27142857143,30867.266666666663,57.27913575500244,3325.970790641917,3697.0954236278926,43062.82072355248,25368.39927644753,4486.121428571429
BTC,2021-01-17,36214.2,36163.15714285714,31306.76333333333,55.853100744087655,3106.067329784062,3578.889804859127,42851.50392840899,26518.486071591,4482.457142857143
BTC,2021-01-18,36464.9,36448.11428571429,31724.94,60.28677117050917,2918.38037521128,3446.7879189295577,42507.63601582872,27807.68398417127,4303.178571428572
BTC,2021-01-19,36686.1,36882.014285714286,32164.993333333336,55.40435405715436,2755.719879460972,3308.5743110358408,42275.07065873392,28835.709341266083,4108.9
BTC,2021-01-20,35008.4,36573.92857142857,32559.11333333333,47.60374637135694,2463.041486728267,3139.467746174326,41859.125520744645,29841.454479255342,4119.107142857143
BTC,2021-01-21,30856.8,35428.81428571428,32796.88,30.35403986845252,1874.4844384422104,2886.471084627903,41619.04739031965,30233.172609680358,4212.442857142857
BTC,2021-01-22,32875.8,34892.18571428572,33117.05333333334,33.25989496603623,1553.0624269537875,2619.78935309308,41566.97525851094,30352.95474148907,4196.507142857142
BTC,2021-01-23,32085.9,34313.15714285714,33397.35,32.58321691189941,1220.525381748288,2339.936558824122,41644.607367378936,30169.102632621056,4156.871428571428
BTC,2021-01-24,32180.9,33736.97142857143,33651.19666666667,35.76894985866707,953.6598861400053,2062.681224287299,41562.33036326344,30330.769636736564,3869.3714285714273
BTC,2021-01-25,32487.4,33168.75714285715,33854.88333333333,44.60180556913412,758.1594564054321,1801.7768707109256,41639.64836803816,30071.15163196184,3483.1357142857137
BTC,2021-01-26,32736.1,32604.471428571425,34063.62333333333,47.43518409231514,616.1889264834099,1564.6592818654226,41637.48602384742,29741.08397615257,3332.2571428571423
BTC,2021-01-27,30600.3,31974.742857142857,34189.416666666664,30.00067022900994,327.5591503167743,1317.239255555693,41287.08024561081,29183.97975438919,3209.8499999999995
BTC,2021-01-28,33537.0,32357.628571428573,34406.93,34.87761742262586,331.9585091569679,1120.183106275948,40386.501781457584,29366.538218542424,3233.578571428572
BTC,2021-01-29,34488.2,32587.971428571425,34598.82,43.44430718798643,407.501499596925,977.6467849401436,39434.854831131735,29725.635168868277,3334.4857142857145
BTC,2021-01-30,34601.8,32947.38571428572,34781.86666666667,45.18772655840075,471.1058197467792,876.3385919014707,38887.614349739946,29887.555650260067,3299.5714285714284
BTC,2021-01-31,33006.1,33065.271428571425,34904.056666666664,40.83048938733278,388.2772293257658,778.7263193863298,38856.19162166942,29772.568378330576,3255.621428571428
BTC,2021-02-01,33561.4,33218.7,34949.48,41.84313879724092,363.2556587186991,695.6321872528038,38854.68533523919,29765.33466476081,3237.55
BTC,2021-02-02,35629.3,33632.014285714286,35032.18666666667,47.310202294744506,504.4728822177931,657.4003262458017,38624.08849300512,29842.36150699488,3292.6071428571427
BTC,2021-02-03,37315.2,34591.28571428572,35229.793333333335,55.868883823130425,743.8519276120351,674.6906465190484,38244.67318508131,30066.036814918683,3213.735714285714
BTC,2021-02-04,37293.5,35127.92857142857,35329.23,70.73291717391787,921.1916135749124,723.9908399302212,38371.677665151314,30005.16233484868,2992.4214285714293
BTC,2021-02-05,37840.0,35606.75714285714,35388.61666666667,67.6656892329793,1093.230494445255,797.8387708332282,38686.54468097407,29860.385319025936,2754.9500000000003
BTC,2021-02-06,40060.7,36386.6,35401.46,75.75640131249123,1392.710181800132,916.8130530266088,39523.21605176261,29408.36394823739,2835.7642857142864
BTC,2021-02-07,38828.3,37218.34285714286,35338.496666666666,69.99987965286007,1513.162812271337,1036.0830048755547,39939.70795028126,29228.212049718757,2876.271428571429
BTC,2021-02-08,44667.9,38804.985714285714,35480.30333333334,77.49337522623163,2056.1275476858573,1240.0919134376154,41946.57252497139,28019.52747502862,3160.392857142858
BTC,2021-02-09,46880.5,40412.3,35761.153333333335,79.32624525198999,2634.5993199030854,1518.9933947307095,44340.59912830773,26812.710871692285,3271.5357142857147
BTC,2021-02-10,45229.5,41542.91428571429,36119.79666666666,80.95367063319341,2926.09031728236,1800.4127792410395,45758.83294796584,26831.747052034167,3264.628571428572
BTC,2021-02-11,47709.7,43030.94285714285,36588.49333333333,80.57848565000333,3318.9714084794323,2104.1245050887183,47629.903972352986,26444.06602764702,3330.350000000001
BTC,2021-02-12,47951.5,44475.44285714285,36948.043333333335,79.96519014101469,3608.250082112696,2404.949620493514,49209.14396176132,26451.386038238677,3046.400000000001
BTC,2021-02-13,47141.2,45486.94285714285,37223.66333333334,77.06937344565665,3729.1339422856254,2669.7864848519366,50353.47576229688,26803.08423770312,3033.742857142858
BTC,2021-02-14,49113.2,46956.21428571428,37639.69666666666,84.21524435055045,3938.656807751191,2923.560549431788,51709.995549694286,27109.14445030572,3045.5571428571434
BTC,2021-02-15,48259.3,47469.27142857143,38043.70333333334,80.8306588634602,3989.810542144427,3136.810547974316,52670.76321802351,27700.696781976483,3103.614285714287
BTC,2021-02-16,49134.8,47791.31428571428,38474.39000000001,79.8212337871182,4054.260783710124,3320.3005951214777,53350.79217402615,28874.11782597385,3168.692857142858
BTC,2021-02-17,52142.7,48778.91428571428,38996.98333333333,80.9343197265666,4298.500023868895,3515.940480870961,54678.61576293836,29406.86423706164,3279.6785714285725
BTC,2021-02-18,51876.4,49374.15714285715,39503.32666666667,80.11664264143042,4419.626493806754,3696.67768345812,55750.60179902084,30073.698200979168,3218.521428571429
BTC,2021-02-19,55466.8,50447.77142857143,40185.27333333333,82.33729352105142,4750.57371106511,3907.456888979518,57330.25992119433,30580.540078805672,3487.278571428572
BTC,2021-02-20,55509.9,51643.3,41007.04333333333,80.80352514251584,4959.163425885017,4117.798196360618,58363.035233964045,31798.144766035963,3498.221428571429
BTC,2021-02-21,57354.9,52820.68571428571,41823.013333333336,86.05856066263374,5213.253220391947,4336.889201166884,59470.51487582835,33070.01512417165,3517.664285714286
BTC,2021-02-22,54157.9,53663.34285714286,42558.746666666666,70.58836291053117,5097.884789075251,4489.088318748558,59841.56526084368,34551.82473915632,3680.571428571429
BTC,2021-02-23,48697.1,53600.81428571429,43109.28666666667,53.45424259938132,4513.781490589805,4494.026953116808,59532.11503499042,35999.46496500957,4093.928571428572
BTC,2021-02-24,48885.2,53135.45714285714,43655.88,57.360776085952445,4019.716724077392,4399.164907308925,59032.17224950814,37658.57775049186,4147.5
BTC,2021-02-25,48125.8,52599.65714285714,44168.87,50.90020119850671,3526.2412890710475,4224.58018366135,58339.63494893581,39379.69505106418,4152.878571428571
BTC,2021-02-26,45526.6,51179.62857142858,44666.41333333333,45.239488160044864,2892.086560344469,3958.081458997974,57827.48856005853,40438.43143994148,4265.664285714285
BTC,2021-02-27,45874.2,49803.09999999999,45077.653333333335,47.466628276160925,2390.012210939378,3644.467609386255,56898.28323795552,42072.22676204448,4338.7928571428565
BTC,2021-02-28,45272.1,48076.985714285714,45437.11666666667,41.874574277675165,1921.3817410528936,3299.850435719583,56850.34496307546,42180.58503692453,4406.578571428571
BTC,2021-03-01,49169.2,47364.31428571428,45922.69666666666,51.70524185233141,1843.2048003606037,3008.5213086477875,56862.38746406682,42397.41253593318,4502.614285714285
BTC,2021-03-02,47845.2,47242.61428571429,46417.333333333336,47.62312002356728,1655.3316439736518,2737.8833757129605,56748.59479162465,42772.775208375344,4479.192857142856
BTC,2021-03-03,50601.8,47487.84285714286,46985.346666666665,47.1333906320099,1709.1731124001162,2532.141323050392,56833.94018095835,42976.63981904165,4561.871428571428
BTC,2021-03-04,48251.0,47505.72857142857,47406.06999999999,43.740936149033445,1544.35063766416,2334.5831859731456,56832.410121305606,43008.11987869439,4749.814285714286
BTC,2021-03-05,49094.8,48015.47142857143,47798.723333333335,37.84646723579496,1464.928463581411,2160.652241494799,56819.05444338761,43216.83555661239,4581.7928571428565
BTC,2021-03-06,48959.9,48456.28571428572,48187.60333333334,37.55055803908838,1375.2475184900104,2003.5712968938412,56816.02674431677,43204.53325568323,4491.835714285714
BTC,2021-03-07,50515.6,49205.357142857145,48610.12333333333,36.8561446125619,1413.4137578800437,1885.539789091082,56881.2677429122,43364.922257087805,4460.692857142857
BTC,2021-03-08,51602.5,49552.97142857144,48994.85,44.65554021831994,1513.9130764006768,1811.214446553001,57018.771913874174,43474.18808612582,3991.914285714286
BTC,2021-03-09,54807.5,50547.58571428572,49527.49,64.11099615721542,1831.0688037156945,1815.18531798554,57409.07049169883,43350.36950830117,3561.0857142857144
BTC,2021-03-10,56941.3,51453.228571428575,49936.60333333334,67.07025075323713,2228.903418521295,1897.928938092691,58231.2684126455,43034.66158735451,3559.8142857142857
BTC,2021-03-11,57954.9,52839.5,50305.75,70.6051293231344,2596.053576348808,2037.553865743915,58759.64282611431,42755.0971738857,3492.0714285714284
BTC,2021-03-12,57253.4,54005.014285714286,50706.54666666667,76.7083914108487,2798.162063805132,2189.6755053561583,59098.8278955569,42590.26210444309,3407.0071428571428
BTC,2021-03-13,61086.2,55737.34285714286,51152.43,79.89944415175682,3230.3717099454952,2397.8147462740258,60039.21487690122,42023.00512309878,3603.0142857142855
BTC,2021-03-14,60209.0,57122.11428571429,51561.01333333333,79.04463379439339,3462.208079885153,2610.6934129962515,61153.830478136726,41513.49952186328,3519.1
BTC,2021-03-15,56148.7,57771.57142857143,51861.26333333333,63.4859662478547,3280.492323229497,2744.6531950429007,61669.610606687056,41742.87939331295,3609.4071428571433
BTC,2021-03-16,56308.1,57985.94285714285,52101.09333333334,67.12284975494228,3113.453570029429,2818.413270040207,62150.69928572546,42004.08071427454,3637.4428571428575
BTC,2021-03-17,58356.6,58188.12857142858,52437.67,66.15300655714722,3110.5149050432883,2876.8335970408234,62854.55850745344,42323.301492546576,3634.55
BTC,2021-03-18,57695.6,58151.08571428571,52723.03,71.16256766926305,3020.035724156216,2905.474022463902,63137.91060652981,43256.84939347017,3546.635714285715
BTC,2021-03-19,58531.8,58333.71428571428,52936.0,71.15274266138593,2981.4365285990425,2920.6665236909303,63412.95862054515,44247.56137945484,3548.542857142857
BTC,2021-03-20,58538.4,57969.74285714286,53158.066666666666,71.59411141416226,2917.7450046884405,2920.0822198904325,63394.29383480783,45592.85616519216,3546.9357142857143
BTC,2021-03-21,57637.4,57602.37142857142,53230.420000000006,66.54401174509465,2762.718938893093,2888.6095636909645,63552.985851581325,46280.98414841868,3579.192857142857
BTC,2021-03-22,54574.9,57377.54285714286,53199.25333333333,56.32441679358672,2365.4737997213088,2783.9824108970333,63228.42899110972,47278.5110088903,3720.2285714285713
BTC,2021-03-23,54395.1,57104.25714285714,53100.59333333334,48.99287884260748,2012.941866755144,2629.7743020686557,63127.420685330566,47758.84931466942,3689.171428571429
BTC,2021-03-24,52596.7,56281.41428571428,53048.55333333334,39.21335928652407,1570.3400176590876,2417.8874451867423,62707.78310181538,48613.05689818463,3773.957142857143
BTC,2021-03-25,51757.9,55433.17142857143,53150.58,34.47956321376064,1138.7637539210557,2162.062706933605,62405.81234820023,49181.33765179977,3706.571428571429
BTC,2021-03-26,54431.6,54847.42857142857,53335.46,43.56816586279256,1000.9434475289016,1929.8388550526645,61895.16642827259,50239.15357172743,3741.392857142857
BTC,2021-03-27,56412.0,54543.65714285714,53611.66666666666,38.36325794916615,1039.538438845273,1751.7787718111863,61571.2349108988,51152.72508910121,3521.971428571429
BTC,2021-03-28,55143.2,54187.34285714286,53932.22,37.6295456987152,956.7152731946117,1592.7660720878716,61287.500552378166,51790.52944762183,3484.1571428571438
BTC,2021-03-29,57555.4,54613.12857142858,54321.59333333333,53.73579854781344,1073.348801266664,1488.8826179236305,61372.6771177937,51980.14288220629,3318.1857142857143
BTC,2021-03-30,58761.8,55236.94285714287,54771.25,56.17304760415279,1248.733487918369,1440.852791922578,61555.00369898071,51979.86630101928,3234.3571428571427
BTC,2021-03-31,58949.4,56144.47142857143,55097.25666666668,51.64544172667442,1386.877803808813,1430.0577942998252,61676.77474210357,51957.545257896425,3096.764285714285
BTC,2021-04-01,58755.9,57144.18571428571,55460.94666666666,53.02150359908912,1463.86975724082,1436.8201868880244,61826.181623528944,51958.38837647105,2987.8499999999995
BTC,2021-04-02,58774.3,57764.57142857143,55733.363333333335,50.7248282829066,1508.9766181093073,1451.2514731322813,61395.11212376146,52158.26787623854,2876.9142857142856
BTC,2021-04-03,57679.0,57945.57142857143,56047.630000000005,47.58823133218837,1439.7460775577274,1448.9503940173704,61003.77352667958,52296.606473320426,2888.4214285714284
BTC,2021-04-04,58115.0,58370.11428571429,56348.30333333334,51.3762260975392,1403.878889632033,1439.936093140303,61143.02035126601,52353.989648734,2820.628571428572
BTC,2021-04-05,58673.4,58529.82857142858,56672.08666666666,63.80180095227588,1404.3239259907568,1432.8136597103935,61338.02124514931,52395.51875485068,2661.207142857143
