Symbol,Date,Close,ma_7,ma_30,rsi_14,macd_line,macd_signal,bb_upper,bb_lower,atr_14
BTC,2020-10-14,11383.9,11311.642857142857,10857.643333333332,65.42465753382834,176.3621488222234,79.93090073106185,11607.733874718637,10196.836125281365,283.70714285714337
BTC,2020-10-15,11505.6,11400.328571428572,10879.243333333334,70.7781268492506,192.0320074062001,102.35112206608952,11690.669981789924,10189.170018210078,274.2357142857148
BTC,2020-10-16,11344.6,11441.1,10890.103333333334,69.34778729435628,189.27725834913144,119.73634932269792,11735.414094339458,10205.825905660544,277.1428571428574
BTC,2020-10-17,11349.1,11436.971428571427,10902.99,67.9584032825259,185.3209477391865,132.85326900599566,11775.34200776355,10228.147992236452,277.5857142857146
BTC,2020-10-18,11463.3,11456.22857142857,10920.36,68.53649601567926,189.21932606200423,144.12648041719737,11828.664827044642,10232.14517295536,275.9857142857145
BTC,2020-10-19,11756.2,11465.371428571429,10943.75,71.21129593120331,213.48250764185104,157.99768586212812,11930.381116873004,10228.988883127,294.5785714285716
BTC,2020-10-20,11930.2,11533.27142857143,10978.87,78.31466309935779,243.93961563014275,175.18607181573103,12052.492721605044,10229.067278394958,300.8214285714287
BTC,2020-10-21,12938.8,11755.399999999998,11059.87,84.34094956349617,345.4802031921372,209.2448980910123,12437.355467287543,10078.794532712458,369.6857142857144
BTC,2020-10-22,13156.2,11991.2,11146.71,84.3215472948986,438.4401483966376,255.0839481521374,12786.759247276485,9997.290752723517,378.0214285714287
BTC,2020-10-23,12919.7,12216.214285714286,11235.366666666669,77.59485034526226,487.4094485039059,301.54904822249114,13005.639939161378,10012.490060838623,391.8357142857144
BTC,2020-10-24,13080.6,12463.57142857143,11316.333333333334,76.49383791825254,533.0565132773627,347.8505412334655,13225.291906071834,10035.528093928166,380.6214285714285
BTC,2020-10-25,13020.8,12686.07142857143,11391.929999999998,76.2494183337777,557.9747946437183,389.8753919155161,13396.695420893491,10091.834579106506,400.3571428571427
BTC,2020-10-26,13056.2,12871.785714285714,11469.45,73.5562310026838,573.9629091655788,426.6928953655286,13523.740037718107,10212.869962281891,396.8714285714285
BTC,2020-10-27,13736.9,13129.885714285714,11569.793333333337,84.17600191661818,634.2491765640116,468.20415160522526,13774.24482845596,10269.725171544042,419.38571428571424
BTC,2020-10-28,13267.0,13176.771428571428,11649.023333333334,75.19197324386549,636.7691960178927,501.9171604877588,13891.739854993502,10390.4501450065,469.28571428571416
BTC,2020-10-29,13412.5,13213.385714285714,11737.086666666668,75.34894850156729,643.0937788262872,530.1524841554644,14019.54155661191,10497.97844338809,492.30714285714265
BTC,2020-10-30,13571.4,13306.485714285713,11832.523333333334,79.61800383030572,653.3960157408255,554.8011904725366,14170.96657190416,10565.89342809584,508.0071428571428
BTC,2020-10-31,13875.4,13420.028571428573,11941.94,81.12203414858557,678.2721726882191,579.4953869156732,14348.146176712467,10643.403823287532,544.242857142857
BTC,2020-11-01,13698.2,13516.8,12049.306666666667,77.11138607829791,675.8968292972804,598.7756753919946,14482.171857338584,10709.978142661415,552.692857142857
BTC,2020-11-02,13581.9,13591.899999999998,12149.406666666668,73.13883044763783,657.0557844263476,610.4316971988652,14557.195834900984,10847.654165099017,567.1857142857141
BTC,2020-11-03,13832.4,13605.542857142858,12255.363333333336,73.64979112765289,654.7893728103572,619.3032323211636,14635.89263369251,11013.80736630749,580.6357142857141
BTC,2020-11-04,14122.6,13727.771428571428,12367.993333333334,67.91898764805315,668.7015645891643,629.1828987747638,14743.418822822236,11167.981177177764,553.9571428571426
BTC,2020-11-05,15558.9,14034.4,12534.11,76.56619712056965,786.5575374689797,660.657826513607,15138.520426107692,11194.309573892306,621.6285714285713
BTC,2020-11-06,15612.1,14325.92857142857,12699.07,81.02701207681054,874.1750941415521,703.3612800391961,15443.98957717429,11315.140422825709,640.492857142857
BTC,2020-11-07,14831.9,14462.57142857143,12830.64,67.66099917287926,870.6210420287098,736.8132324370988,15500.785934965474,11595.204065034528,715.1499999999999
BTC,2020-11-08,15520.1,14722.842857142856,12979.336666666666,72.36910409003613,912.8140662476652,772.0133991992121,15687.380498563192,11784.999501436803,749.1999999999999
BTC,2020-11-09,15253.8,14961.685714285715,13108.53,68.88816309675035,914.225534610121,800.455826281394,15770.279616994942,12034.460383005056,787.2785714285712
BTC,2020-11-10,15381.5,15182.985714285713,13243.63,65.62001367659778,915.0997558671988,823.384612198555,15945.808250099037,12103.201749900963,763.9928571428569
BTC,2020-11-11,15810.4,15424.100000000002,13380.903333333332,74.3462112798099,939.5704448194156,846.6217787227272,16189.450369993252,12124.979630006748,745.4999999999998
BTC,2020-11-12,16226.3,15519.442857142856,13539.95,75.60886817848144,981.2124894991356,873.539920878009,16465.852676392533,12179.23732360747,760.1499999999997
BTC,2020-11-13,16319.2,15620.457142857143,13704.46,75.3122812187158,1010.0669405786977,900.8453248181468,16720.080385454374,12248.869614545629,757.6571428571426
BTC,2020-11-14,16035.7,15792.42857142857,13855.463333333337,69.97577349121008,998.5475852640684,920.3857769073312,16861.83639604957,12408.603603950432,756.7071428571427
BTC,2020-11-15,15942.3,15852.74285714286,14008.72,71.0772987694195,970.692277421962,930.4470770102572,16948.60547641316,12610.44452358684,763.7785714285714
BTC,2020-11-16,16728.0,16063.342857142856,14188.016666666666,76.2485607967649,1000.4832211078084,944.4543058297676,17205.294632928257,12652.865367071749,791.8428571428573
BTC,2020-11-17,17604.1,16380.857142857143,14392.71,78.49361637816739,1082.310504951618,972.0255456541378,17576.58045317728,12715.28954682272,845.0142857142856
BTC,2020-11-18,17835.2,16670.114285714288,14595.343333333332,78.29984449780522,1152.521505057719,1008.124737534854,17934.58007139905,12799.559928600953,878.5357142857143
BTC,2020-11-19,17886.2,16907.242857142857,14793.876666666669,72.4899016252073,1198.4643512370567,1046.1926602752949,18238.6168690877,12927.003130912304,830.1642857142857
BTC,2020-11-20,18626.0,17236.785714285714,14983.45,75.71279881224766,1279.8171298534926,1092.9175541909344,18675.45801020713,12965.221989792868,856.1714285714286
BTC,2020-11-21,18631.8,17607.65714285714,15165.97,87.3542653793085,1329.432929283994,1140.2206292095464,19001.546887430268,13132.493112569731,804.2000000000002
BTC,2020-11-22,18627.7,17991.285714285714,15356.236666666666,85.29598836918036,1352.8284082761638,1182.7421850228698,19221.673248258325,13416.94675174168,818.4500000000002
BTC,2020-11-23,18421.2,18233.17142857143,15534.256666666666,86.47061532765048,1339.268417078847,1214.0474314340654,19346.98252372646,13750.517476273542,796.1642857142859
BTC,2020-11-24,19126.9,18450.714285714286,15737.793333333331,88.0599138278935,1369.6773309034145,1245.1734113279354,19578.64702064429,14019.282979355712,861.3071428571432
BTC,2020-11-25,18777.4,18585.31428571429,15928.5,80.64449493882896,1350.0127781345873,1266.1412846892658,19809.08229101095,14110.697708989048,871.9928571428576
BTC,2020-11-26,17199.8,18487.257142857143,16043.929999999998,58.1088510169068,1193.3728831945157,1251.5876043903158,19817.95278997937,14260.59721002063,998.4428571428576
BTC,2020-11-27,16991.3,18253.72857142857,16168.073333333332,55.492538776984304,1040.4171491737252,1209.3535133469975,19725.356733705885,14569.133266294111,1034.521428571429
BTC,2020-11-28,17784.8,18132.72857142857,16313.816666666668,63.19418252027144,972.0225752352272,1161.8873257246437,19734.51645260945,14786.443547390549,1060.8428571428576
BTC,2020-11-29,18161.3,18066.1,16466.813333333335,66.05318748720595,937.3940905228956,1116.9886786842942,19719.935560372294,15091.774439627708,1092.1285714285718
BTC,2020-11-30,19490.3,18218.82857142857,16653.976666666666,68.5272378498183,1005.598051611265,1094.7105532696885,19898.04806054084,15324.54193945916,1141.521428571429
BTC,2020-12-01,18952.2,18193.87142857143,16829.11,59.471384208856286,1004.6490404798024,1076.6982507117114,19964.08155489005,15572.688445109956,1169.7785714285717
BTC,2020-12-02,19134.1,18244.82857142857,17014.183333333334,59.189246550997,1006.9670626362932,1062.7520130966277,20064.14986266885,15763.40013733115,1155.0071428571432
BTC,2020-12-03,19482.7,18570.957142857143,17202.526666666665,60.83827782367494,1025.1163157487972,1055.2248736270617,20193.667370433217,15950.232629566784,1148.7500000000002
BTC,2020-12-04,18670.1,18810.785714285717,17354.11,50.29645464436142,962.8307868113152,1036.7460562639124,20109.200347062717,16298.139652937283,1137.4214285714286
BTC,2020-12-05,19021.0,18987.38571428572,17469.513333333332,52.50032121280548,931.0511754009094,1015.6070800913118,19968.605500473004,16746.604499526995,1141.7142857142858
BTC,2020-12-06,19145.1,19127.92857142857,17587.280000000002,53.273440465551566,905.4420647471634,993.5740770224822,19929.426988488067,17027.49301151193,1094.05
BTC,2020-12-07,19126.2,19075.914285714283,17730.423333333332,54.56878450880525,873.5518263176236,969.5696268815104,19971.70979336669,17137.42020663331,1082.457142857143
BTC,2020-12-08,18472.0,19007.314285714285,17828.82,45.72737118169076,786.4246956241914,932.9406406300468,19963.54752211179,17209.26247788821,1049.142857142857
BTC,2020-12-09,18560.1,18925.31428571429,17939.030000000002,48.53225261726719,716.2285140766435,889.5982153193662,19957.511096896964,17282.688903103033,1055.8357142857142
BTC,2020-12-10,18334.6,18761.3,18037.466666666667,59.37789237061495,635.0807534445012,838.6947229443932,19949.00584092747,17262.054159072526,919.285714285714
BTC,2020-12-11,18131.6,18684.371428571427,18114.84,59.43191781487997,548.0723284085507,780.5702440372248,19940.459191519043,17220.58080848095,903.1642857142856
BTC,2020-12-12,18886.5,18665.15714285714,18203.51333333333,59.17120356944736,533.877438954074,731.2316830205948,19960.19743737952,17226.72256262048,897.2285714285712
BTC,2020-12-13,19111.3,18660.32857142857,18296.58333333333,58.113278447577365,534.6047769717479,691.9063018108254,20011.13726278009,17244.79273721991,888.5571428571426
BTC,2020-12-14,19286.0,18683.15714285714,18404.92666666667,47.8267344636152,543.018448900446,662.1287312287495,20032.935198047904,17238.9048019521,790.971428571428
BTC,2020-12-15,19472.7,18826.114285714284,18522.606666666667,55.984271884664224,558.3155599682214,641.3660969766439,20116.284968360604,17225.08503163939,705.4999999999994
BTC,2020-12-16,21397.2,19231.414285714283,18678.246666666662,68.57588442896495,717.4592730843651,656.5847321981882,20616.601903895204,17144.508096104797,788.3214285714281
BTC,2020-12-17,22963.8,19892.72857142857,18856.90333333333,73.8121622544588,958.9392845219772,717.0556426629461,21502.33108202038,16856.02891797962,913.0714285714284
BTC,2020-12-18,23029.3,20592.4,19030.04,83.21345849061854,1142.4300138873805,802.130516907833,22237.635034565857,16645.174965434147,911.6714285714284
BTC,2020-12-19,23919.6,21311.414285714283,19231.15333333333,84.48843955036993,1344.1924940011595,910.5429123264984,23097.82574812564,16360.814251874364,958.8499999999998
BTC,2020-12-20,23484.5,21936.157142857144,19393.103333333333,79.2696417006921,1452.2412462954162,1018.882579120282,23688.76156158194,16169.298438418056,1007.935714285714
BTC,2020-12-21,23184.8,22493.12857142857,19544.87,76.37646875311047,1496.437377052509,1114.3935387067274,24137.87239781683,16143.447602183162,1117.5857142857142
BTC,2020-12-22,23723.8,23100.42857142857,19714.74,84.64979415164348,1557.0077088188627,1202.9163727291543,24641.631120026177,16098.658879973817,1156.8357142857142
BTC,2020-12-23,23270.6,23368.057142857146,19876.38666666667,79.65002832490526,1550.5667128088098,1272.4464407450855,24997.990208610336,16121.089791389666,1190.2285714285713
BTC,2020-12-24,23677.0,23469.94285714285,20028.056666666664,82.87873566033673,1560.269445703394,1330.0110417367475,25362.94902709641,16256.820972903595,1210.542857142857
BTC,2020-12-25,24565.5,23689.4,20220.993333333336,86.51517043312509,1620.967946453242,1388.2024226800463,25851.822895486803,16322.397104513198,1243.0785714285714
BTC,2020-12-26,26376.8,24040.42857142857,20526.89333333333,87.95901199018564,1794.5423507848573,1469.4704083010088,26668.72455929292,16228.665440707082,1339.821428571429
BTC,2020-12-27,26473.9,24467.485714285714,20842.98,87.80112131094519,1917.8289370756104,1559.1421140559291,27371.364508361305,16260.7954916387,1469.814285714286
BTC,2020-12-28,26826.5,24987.72857142857,21144.37,88.01996672200552,2020.693026766934,1651.4522965981305,27983.353034767788,16484.256965232213,1542.5000000000002
BTC,2020-12-29,27011.6,25457.414285714283,21439.38,88.01803346466103,2093.0225212343066,1739.7663415253655,28510.429635521945,16802.33036447805,1600.1000000000004
BTC,2020-12-30,28731.5,26237.54285714286,21747.42,87.7655685198986,2263.038820076443,1844.420837235581,29256.504348802184,17095.945651197813,1593.714285714286
BTC,2020-12-31,29110.4,27013.742857142857,22086.02666666667,86.06059183803008,2400.678497857869,1955.6723693600388,29869.842193790675,17580.487806209327,1512.7857142857144
BTC,2021-01-01,29340.4,27695.87142857143,22426.236666666668,86.32455019497777,2499.505271072856,2064.4389497026023,30437.835061389826,18057.88493861018,1512.8357142857146
BTC,2021-01-02,32198.7,28527.571428571428,22850.103333333333,88.85040966286155,2776.461799704856,2206.843519703053,31555.564970990617,18248.89502900938,1719.2642857142855
BTC,2021-01-03,33148.1,29481.02857142857,23332.70333333333,93.2592619118927,3037.545555189128,2372.9839268002684,32660.62534596122,18530.04465403878,1856.2214285714283
BTC,2021-01-04,31387.0,30132.52857142857,23744.90333333333,82.46904392428394,3066.9958416205154,2511.7863097643176,33089.886718873706,19292.213281126296,2076.792857142857
BTC,2021-01-05,34310.4,31175.214285714286,24250.41333333333,85.25294368365434,3288.323606299007,2667.093769071256,34244.76483721291,19428.655162787087,2299.421428571429
BTC,2021-01-06,36058.4,32221.914285714283,24814.82,89.20232985890566,3563.696372285871,2846.414289714179,35726.7078078459,19256.172192154103,2418.0
BTC,2021-01-07,39675.4,33731.2,25521.6,90.97824861934194,4027.367953930443,3082.605022557432,37913.507370245934,18733.982629754068,2652.2714285714287
BTC,2021-01-08,40717.2,35356.45714285714,26260.17,91.0485465514578,4427.85403124251,3351.654824294448,39991.65967979473,18335.59032020527,2938.7285714285717
BTC,2021-01-09,40413.7,36530.02857142857,26996.14,88.63487484923893,4666.954473224978,3614.7147540805545,41589.5761940349,18430.59380596509,2962.328571428572
BTC,2021-01-10,38455.0,37288.15714285714,27673.58666666667,79.91132281784137,4644.849640325494,3820.741731329543,42471.32353442722,19075.86646557277,3220.25
BTC,2021-01-11,34470.2,37728.61428571429,28193.04333333333,66.15328044493315,4256.722496141276,3907.9378842918895,42626.16855620248,19995.66144379753,3720.7
BTC,2021-01-12,33648.8,37634.1,28677.626666666667,63.65892608717039,3838.59983336286,3894.070274106084,42527.58436852372,21132.065631476285,3919.8142857142857
BTC,2021-01-13,37165.0,37792.18571428571,29273.59333333333,66.16077416878696,3747.760712002408,3864.8083616853487,42728.0258511355,22280.4241488645,4157.7357142857145
BTC,2021-01-14,38872.6,37677.5,29920.256666666668,67.80046095718097,3770.099739859576,3845.866637320194,43100.9519828561,23338.2080171439,4299.221428571429
BTC,2021-01-15,36632.2,37093.92857142857,30428.09,62.38770573122516,3565.9163600911525,3789.876581874386,43173.144557662745,24291.55544233725,4606.849999999999
